label,url_length,num_dots,has_https
1,29,3,0
1,114,3,1
1,73,5,0
1,71,5,0
1,68,5,0
1,61,5,0
1,63,5,0
1,37,2,1
1,34,4,0
1,28,3,0
1,34,4,0
1,34,2,1
1,36,2,1
1,28,3,0
1,36,2,1
1,33,4,0
1,36,2,1
1,30,3,0
1,29,3,0
1,36,2,1
1,26,3,0
1,28,3,0
1,33,4,0
1,33,2,1
1,35,4,0
1,69,4,0
1,44,3,0
1,69,4,0
1,40,3,0
1,77,4,0
1,69,4,0
1,77,4,0
1,69,4,0
1,69,4,0
1,69,4,0
1,69,4,0
1,69,4,0
1,69,4,0
1,77,4,0
1,27,3,0
1,26,4,0
1,29,4,0
1,26,4,0
1,27,3,0
1,34,4,0
1,34,5,0
1,30,3,0
1,49,4,0
1,33,4,0
1,35,2,1
1,35,2,1
1,31,4,0
1,32,4,0
1,29,3,0
1,48,4,0
1,158,3,1
1,53,2,1
1,30,4,0
1,27,3,0
1,35,4,0
1,22,3,0
1,33,4,0
1,34,4,0
1,32,4,0
1,19,3,0
1,32,4,0
1,19,3,0
1,19,3,0
1,21,3,0
1,20,3,0
1,20,3,0
1,21,3,0
1,19,3,0
1,30,3,0
1,29,3,0
1,28,3,0
1,29,3,0
1,28,3,0
1,34,4,0
1,29,3,0
1,30,3,0
1,29,3,0
1,29,3,0
1,28,3,0
1,28,3,0
1,27,3,0
1,27,3,0
1,34,4,0
1,27,3,0
1,34,4,0
1,35,1,1
1,159,3,1
1,65,3,1
1,29,3,0
1,34,4,0
1,24,3,0
1,24,3,0
1,42,4,0
1,24,3,0
1,28,3,0
1,28,3,0
1,24,3,0
1,31,4,0
1,29,3,0
1,34,4,0
1,27,3,0
1,27,3,0
1,32,4,0
1,32,4,0
1,33,4,0
1,29,3,0
1,33,4,0
1,28,3,0
1,28,3,0
1,27,3,0
1,28,3,0
1,49,4,0
1,28,3,0
1,29,3,0
1,28,3,0
1,33,4,0
1,49,4,0
1,34,4,0
1,41,4,0
1,37,3,0
1,42,4,0
1,26,4,0
1,37,3,1
1,43,2,1
1,29,3,1
1,46,3,1
1,63,4,1
1,33,4,0
1,42,2,1
1,47,2,1
1,42,4,0
1,44,4,0
1,41,4,0
1,42,4,0
1,42,4,0
1,41,4,0
1,41,4,0
1,42,4,0
1,41,4,0
1,41,4,0
1,43,4,1
1,42,4,1
1,42,4,0
1,42,4,0
1,44,4,0
1,29,3,0
1,33,4,0
1,28,3,0
1,26,3,0
1,32,4,0
1,34,4,0
1,28,3,0
1,33,4,0
1,32,4,0
1,30,3,0
1,35,4,0
1,33,4,0
1,29,3,0
1,37,4,0
1,33,4,0
1,29,3,0
1,28,3,0
1,33,4,0
1,34,4,0
1,33,4,0
1,34,4,0
1,30,3,0
1,33,4,0
1,28,3,0
1,33,4,0
1,29,3,0
1,35,4,0
1,27,3,0
1,49,4,0
1,36,6,0
1,36,6,0
1,35,6,0
1,36,6,0
1,37,4,0
1,29,3,0
1,28,3,0
1,29,3,0
1,29,3,0
1,28,3,0
1,29,3,0
1,30,3,0
1,28,3,0
1,27,3,0
1,27,3,0
1,29,3,0
1,29,3,0
1,31,4,0
1,30,3,0
1,34,4,0
1,32,4,0
1,32,4,0
1,27,3,0
1,28,3,0
1,28,3,0
1,34,4,0
1,27,3,0
1,29,3,0
1,29,3,0
1,29,3,0
1,34,4,0
1,30,3,0
1,28,3,0
1,29,3,0
1,30,3,0
1,28,3,0
1,28,3,0
1,32,4,0
1,29,3,0
1,35,4,0
1,49,4,0
1,27,3,0
1,34,4,0
1,34,4,0
1,28,3,0
1,28,3,0
1,32,4,0
1,32,4,0
1,29,3,0
1,33,4,0
1,40,4,0
1,28,3,0
1,157,3,1
1,49,4,0
1,159,3,1
1,48,4,0
1,154,3,1
1,37,3,1
1,49,4,0
1,49,4,0
1,49,4,0
1,49,4,0
1,45,3,1
1,27,3,0
1,30,3,0
1,33,4,0
1,31,4,0
1,29,3,0
1,32,4,0
1,29,3,0
1,35,4,0
1,28,3,0
1,26,3,0
1,27,3,0
1,27,3,0
1,48,4,0
1,34,4,0
1,27,3,0
1,59,3,0
1,58,3,0
1,59,3,0
1,59,3,0
1,58,3,0
1,59,3,0
1,59,3,0
1,59,3,0
1,59,3,0
1,59,3,0
1,58,3,0
1,58,3,0
1,58,3,0
1,33,4,0
1,30,3,0
1,32,4,0
1,27,3,0
1,39,3,1
1,32,4,0
1,35,4,0
1,29,3,0
1,29,3,0
1,32,4,0
1,33,4,0
1,28,3,0
1,29,3,0
1,35,4,0
1,29,3,0
1,28,3,0
1,34,4,0
1,27,3,0
1,28,3,0
1,34,4,0
1,31,4,0
1,34,4,0
1,29,3,0
1,34,4,0
1,29,3,0
1,35,4,0
1,33,4,0
1,32,4,0
1,27,3,0
1,34,4,0
1,27,3,0
1,29,3,0
1,31,4,0
1,34,4,0
1,34,4,0
1,29,4,0
1,32,4,0
1,33,4,0
1,33,4,0
1,27,3,0
1,29,3,0
1,28,3,0
1,61,4,1
1,28,3,0
1,34,3,1
1,29,3,0
1,36,4,1
1,28,3,0
1,34,4,0
1,30,3,0
1,27,3,0
1,26,3,0
1,27,3,0
1,29,2,1
1,34,4,0
1,29,3,0
1,29,3,0
1,27,3,0
1,28,3,0
1,35,4,0
1,49,4,0
1,30,3,0
1,32,4,0
1,29,3,0
1,33,4,0
1,32,4,0
1,28,3,0
1,35,4,0
1,27,3,0
1,34,4,0
1,28,3,0
1,27,3,0
1,28,3,0
1,34,4,0
1,29,3,0
1,49,4,0
1,33,4,0
1,28,3,0
1,33,4,0
1,33,4,0
1,28,3,0
1,34,4,0
1,28,3,0
1,33,4,0
1,33,4,0
1,27,3,0
1,27,3,0
1,33,4,0
1,29,3,0
1,27,3,0
1,29,3,0
1,32,4,0
1,32,4,0
1,29,3,0
1,27,3,0
1,29,3,0
1,49,4,0
1,29,3,0
1,34,4,0
1,49,4,0
1,34,4,0
1,27,3,0
1,29,4,0
1,29,3,0
1,33,4,0
1,37,4,0
1,33,4,0
1,34,4,0
1,34,4,0
1,29,3,0
1,34,4,0
1,29,3,0
1,32,4,0
1,32,4,0
1,28,3,0
1,33,4,0
1,28,3,0
1,29,3,0
1,34,4,0
1,32,4,0
1,49,4,0
1,34,4,0
1,33,4,0
1,34,4,0
1,28,3,0
1,26,3,0
1,30,3,0
1,27,3,0
1,33,4,0
1,26,3,0
1,34,4,0
1,35,4,0
1,27,3,0
1,29,3,0
1,29,3,0
1,35,4,0
1,31,4,0
1,29,3,0
1,29,3,0
1,35,3,0
1,29,3,0
1,35,4,0
1,32,2,1
1,34,4,0
1,34,4,0
1,34,4,0
1,29,3,0
1,34,4,0
1,28,3,0
1,35,4,0
1,34,4,0
1,33,4,0
1,30,3,0
1,27,4,0
1,27,3,0
1,34,4,0
1,29,3,0
1,33,4,0
1,49,4,0
1,35,4,0
1,28,3,0
1,32,4,0
1,34,4,0
1,29,3,0
1,28,3,0
1,34,4,0
1,29,3,0
1,33,4,0
1,27,3,0
1,30,4,0
1,29,3,0
1,29,3,0
1,28,3,0
1,40,3,0
1,30,3,0
1,29,3,0
1,29,3,0
1,29,3,0
1,39,3,0
1,27,3,0
1,29,3,0
1,33,4,0
1,27,3,0
1,30,3,0
1,34,4,0
1,29,3,0
1,32,4,0
1,34,4,0
1,28,3,0
1,34,4,0
1,29,3,0
1,33,4,0
1,34,4,0
1,34,4,0
1,27,3,0
1,28,3,0
1,29,3,0
1,29,4,0
1,49,2,1
1,34,4,0
1,49,4,0
1,34,4,0
1,33,4,0
1,29,3,0
1,28,3,0
1,49,4,0
1,30,3,0
1,31,3,0
1,31,3,0
1,33,3,0
1,30,3,0
1,31,3,0
1,31,3,0
1,30,3,0
1,30,3,0
1,31,3,0
1,31,3,0
1,34,4,0
1,29,3,0
1,26,3,0
1,34,4,0
1,28,3,0
1,33,4,0
1,31,4,0
1,27,3,0
1,25,3,0
1,28,3,0
1,31,4,0
1,34,4,0
1,33,4,0
1,34,4,0
1,28,3,0
1,30,4,0
1,29,3,0
1,27,3,0
1,29,3,0
1,34,4,0
1,34,4,0
1,29,3,0
1,32,4,0
1,34,4,0
1,44,4,0
1,49,4,0
1,29,2,0
1,29,2,0
1,29,2,0
1,34,2,0
1,33,2,0
1,32,2,0
1,81,2,1
1,34,4,0
1,32,4,0
1,44,4,0
1,29,3,0
1,28,3,0
1,44,3,1
1,45,2,1
1,49,4,0
1,25,1,1
1,104,2,1
1,42,2,1
1,36,2,1
1,49,4,0
1,27,3,0
1,49,4,0
1,21,3,0
1,26,4,0
1,32,4,0
1,30,3,0
1,30,3,0
1,35,4,0
1,29,3,0
1,35,4,0
1,30,3,0
1,34,4,0
1,44,4,0
1,44,4,0
1,46,4,0
1,44,4,0
1,43,4,0
1,43,4,0
1,43,4,0
1,43,4,0
1,43,4,0
1,31,4,0
1,44,4,0
1,44,4,0
1,43,4,0
1,30,3,0
1,29,3,0
1,29,3,0
1,30,3,0
1,30,3,0
1,30,3,0
1,29,3,0
1,32,3,0
1,29,3,0
1,30,3,0
1,32,3,0
1,27,3,0
1,31,3,0
1,28,3,0
1,34,4,0
1,28,3,0
1,29,3,0
1,28,3,0
1,28,3,0
1,28,3,0
1,34,4,0
1,30,3,0
1,25,3,0
1,27,3,0
1,28,3,0
1,30,3,0
1,28,3,0
1,28,3,0
1,27,3,0
1,27,3,0
1,29,3,0
1,44,4,0
1,29,3,0
1,27,3,0
1,30,3,0
1,29,3,0
1,29,3,0
1,29,3,0
1,42,4,0
1,42,4,0
1,41,4,0
1,41,4,0
1,41,4,0
1,42,4,0
1,42,4,0
1,42,4,0
1,42,4,0
1,44,4,0
1,41,4,0
1,42,4,0
1,41,4,0
1,42,4,0
1,41,4,0
1,27,3,0
1,27,3,0
1,28,3,0
1,34,4,0
1,33,4,0
1,32,4,0
1,28,3,0
1,30,3,0
1,32,4,0
1,28,3,0
1,33,4,0
1,35,4,0
1,33,4,0
1,27,3,0
1,28,3,0
1,30,4,0
1,30,4,0
1,30,4,0
1,30,4,0
1,29,4,0
1,30,4,0
1,29,4,0
1,29,4,0
1,32,4,0
1,29,4,0
1,33,4,0
1,27,3,0
1,28,3,0
1,34,4,0
1,34,4,0
1,28,3,0
1,27,3,0
1,27,3,0
1,33,4,0
1,34,4,0
1,32,4,0
1,31,4,0
1,31,4,0
1,25,3,0
1,27,3,0
1,27,3,0
1,24,3,0
1,35,4,0
1,34,4,0
1,25,3,0
1,22,3,0
1,22,3,0
1,22,3,0
1,32,4,0
1,33,4,0
1,28,3,0
1,28,3,0
1,29,3,0
1,29,3,0
1,30,3,0
1,33,4,0
1,29,3,0
1,28,3,0
1,31,3,0
1,28,3,0
1,29,3,0
1,31,3,0
1,28,3,0
1,28,3,0
1,29,3,0
1,29,3,0
1,29,3,0
1,28,3,0
1,27,4,0
1,24,4,0
1,33,4,0
1,41,6,0
1,41,6,0
1,36,6,0
1,35,6,0
1,37,6,0
1,28,3,0
1,27,3,0
1,28,3,0
1,31,3,0
1,29,3,0
1,25,3,0
1,29,3,0
1,28,3,0
1,29,3,0
1,24,3,0
1,30,3,0
1,28,3,0
1,34,4,0
1,33,4,0
1,35,4,0
1,28,3,0
1,33,4,0
1,27,3,0
1,33,4,0
1,34,4,0
1,28,3,0
1,28,3,0
1,32,4,0
1,55,4,1
1,32,2,1
1,87,3,1
1,52,3,1
1,55,3,1
1,53,2,1
1,30,2,1
1,37,2,1
1,33,2,0
1,50,2,1
1,33,2,1
1,78,5,1
1,34,2,1
1,40,3,1
1,44,3,1
1,85,3,1
1,80,2,0
1,78,4,1
1,47,2,1
1,30,3,0
1,41,3,0
1,26,3,0
1,29,3,0
1,31,4,0
1,29,3,0
1,34,4,0
1,28,5,0
1,43,4,0
1,52,4,0
1,48,4,0
1,62,4,0
1,62,4,0
1,43,4,0
1,45,4,0
1,59,4,0
1,40,4,0
1,45,4,0
1,48,4,0
1,42,4,0
1,48,4,0
1,29,3,0
1,44,5,0
1,32,4,0
1,34,4,0
1,44,4,0
1,36,4,0
1,32,3,0
1,48,4,0
1,42,3,0
1,38,5,0
1,37,4,0
1,34,3,0
1,37,4,0
1,37,4,0
1,59,4,0
1,31,3,0
1,31,3,0
1,38,4,0
1,38,4,0
1,43,4,0
1,30,5,0
1,38,4,0
1,34,4,0
1,32,4,0
1,28,3,0
1,30,3,0
1,34,4,0
1,26,4,0
1,34,4,0
1,34,4,0
1,52,4,0
1,49,4,0
1,35,4,0
1,26,4,0
1,37,4,0
1,34,4,0
1,32,4,0
1,38,4,0
1,52,4,0
1,34,5,0
1,27,3,0
1,48,4,0
1,62,4,0
1,49,4,0
1,42,4,0
1,62,4,0
1,48,4,0
1,48,4,0
1,34,4,0
1,34,4,0
1,27,4,0
1,34,4,0
1,34,4,0
1,35,4,0
1,42,4,0
1,27,3,0
1,27,3,0
1,35,4,0
1,33,4,0
1,34,4,0
1,32,4,0
1,26,3,0
1,32,4,0
1,38,3,1
1,28,4,0
1,27,4,0
1,29,4,0
1,29,4,0
1,30,4,0
1,28,4,0
1,28,4,0
1,30,4,0
1,35,4,0
1,30,4,0
1,29,4,0
1,28,4,0
1,29,4,0
1,28,4,0
1,31,4,0
1,27,4,0
1,29,4,0
1,28,4,0
1,29,4,0
1,29,4,0
1,29,4,0
1,28,4,0
1,36,4,0
1,34,4,0
1,31,4,0
1,36,4,0
1,33,4,0
1,33,4,0
1,34,4,0
1,29,4,0
1,32,4,0
1,36,4,0
1,34,4,0
1,34,4,0
1,36,4,0
1,34,4,0
1,33,4,0
1,31,4,0
1,26,3,0
1,29,3,0
1,29,3,0
1,35,4,0
1,48,4,0
1,47,4,0
1,47,4,0
1,43,3,0
1,48,4,0
1,50,4,0
1,48,4,0
1,48,4,0
1,48,4,0
1,47,4,0
1,47,4,0
1,47,4,0
1,48,4,0
1,48,4,0
1,47,4,0
1,34,4,0
1,27,3,0
1,35,4,0
1,35,4,0
1,42,4,0
1,42,4,0
1,35,4,0
1,42,4,0
1,35,4,0
1,42,4,0
1,42,4,0
1,45,4,0
1,43,4,0
1,42,4,0
1,28,3,0
1,24,2,1
1,20,1,1
1,34,1,1
1,21,2,1
1,19,1,1
1,32,4,0
1,28,3,0
1,30,3,0
1,27,3,0
1,30,3,0
1,27,3,0
1,45,3,1
1,46,3,1
1,30,3,0
1,28,3,0
1,29,3,0
1,27,3,0
1,28,3,0
1,35,4,0
1,30,3,0
1,26,3,0
1,33,4,0
1,27,3,0
1,26,3,0
1,26,3,0
1,34,4,0
1,29,3,0
1,31,4,0
1,33,4,0
1,29,3,0
1,28,3,0
1,27,3,0
1,29,3,0
1,32,4,0
1,30,3,0
1,26,3,0
1,34,4,0
1,29,3,0
1,30,4,0
1,31,3,0
1,26,4,0
1,25,4,0
1,37,4,0
1,35,4,0
1,34,4,0
1,30,4,0
1,33,4,0
1,28,3,0
1,32,4,0
1,26,3,0
1,34,4,0
1,31,4,0
1,30,3,0
1,34,4,0
1,29,3,0
1,24,3,0
1,29,4,0
1,24,3,0
1,31,3,0
1,29,3,0
1,28,3,0
1,35,4,0
1,29,4,0
1,30,3,0
1,27,3,0
1,32,4,0
1,35,4,0
1,27,3,0
1,29,3,0
1,29,3,0
1,32,4,0
1,29,3,0
1,33,4,0
1,33,4,0
1,30,3,0
1,29,3,0
1,32,4,0
1,34,4,0
1,33,4,0
1,26,3,0
1,34,4,0
1,34,4,0
1,28,4,0
1,26,4,0
1,29,4,0
1,28,4,0
1,33,4,0
1,29,4,0
1,29,4,0
1,35,4,0
1,28,4,0
1,29,4,0
1,32,4,0
1,32,4,0
1,35,4,0
1,32,4,0
1,29,4,0
1,36,4,0
1,33,4,0
1,32,4,0
1,28,4,0
1,26,4,0
1,31,4,0
1,29,4,0
1,30,4,0
1,31,4,0
1,36,4,0
1,35,4,0
1,29,4,0
1,33,4,0
1,31,4,0
1,30,4,0
1,35,4,0
1,31,4,0
1,35,4,0
1,31,4,0
1,29,4,0
1,34,4,0
1,30,4,0
1,28,4,0
1,29,4,0
1,32,4,0
1,35,4,0
1,32,4,0
1,31,4,0
1,34,4,0
1,35,4,0
1,32,4,0
1,29,4,0
1,26,4,0
1,28,4,0
1,28,4,0
1,28,4,0
1,29,4,0
1,27,4,0
1,29,4,0
1,28,4,0
1,36,4,0
1,33,4,0
1,24,4,0
1,35,4,0
1,36,4,0
1,35,4,0
1,31,4,0
1,30,4,0
1,31,4,1
1,27,4,0
1,29,4,0
1,35,4,0
1,32,4,0
1,36,4,0
1,32,4,0
1,33,4,0
1,33,4,0
1,34,4,0
1,29,3,0
1,31,3,0
1,39,3,0
1,32,3,0
1,28,3,0
1,31,3,0
1,31,3,0
1,29,3,0
1,34,3,0
1,29,3,0
1,109,4,0
1,39,4,0
1,32,4,0
1,48,4,0
1,52,4,0
1,39,4,0
1,31,4,0
1,39,4,0
1,32,4,0
1,39,4,0
1,34,4,0
1,40,4,0
1,45,4,0
1,35,4,0
1,49,4,0
1,40,5,0
1,40,5,0
1,36,3,1
1,28,4,0
1,29,3,1
1,37,3,1
1,32,1,1
1,64,3,1
1,47,3,1
1,36,4,0
1,49,4,0
1,29,3,0
1,30,3,0
1,30,3,0
1,35,4,0
1,29,3,0
1,29,3,0
1,30,3,0
1,32,4,0
1,29,3,0
1,29,3,0
1,27,3,0
1,34,4,0
1,35,4,0
1,34,4,0
1,34,4,0
1,28,3,0
1,34,4,0
1,33,4,0
1,28,3,0
1,32,4,0
1,29,3,0
1,28,3,0
1,30,3,0
1,33,4,0
1,28,3,0
1,35,4,0
1,28,3,0
1,33,4,0
1,34,4,0
1,34,4,0
1,33,4,0
1,29,3,0
1,33,4,0
1,30,3,0
1,29,3,0
